3,2,30,11,r1,2,30.135
3,3,30,11,r1,2,30.781
3,1,40,12,r1,2,35.0865
3,2,40,12,r1,2,32.24
3,3,40,12,r1,2,33.3675
3,1,0,13,r2,2,6.8805
3,2,0,13,r2,2,8.6945
3,3,0,13,r2,2,7.0215
3,1,20,14,r2,2,22.5535
3,2,20,14,r2,2,21.833
3,3,20,14,r2,2,24.313
3,1,30,15,r2,2,26.8115
3,2,30,15,r2,2,26.2055
3,3,30,15,r2,2,27.28
3,1,40,16,r2,2,28.549
3,2,40,16,r2,2,29.0915
3,3,40,16,r2,2,29.8345
3,1,0,17,r1,1,9.7355
3,2,0,17,r1,1,11.955
3,3,0,17,r1,1,10.6725
3,1,20,18,r1,1,21.3695
3,2,20,18,r1,1,21.577
3,3,20,18,r1,1,21.278
3,1,30,19,r1,1,24.978
3,2,30,19,r1,1,22.398
3,3,30,19,r1,1,25.174
3,1,40,20,r1,1,26.211
3,2,40,20,r1,1,27.243
3,3,40,20,r1,1,26.6615
3,1,0,21,r2,1,9.353
3,2,0,21,r2,1,10.439
3,3,0,21,r2,1,9.1995
3,1,20,22,r2,1,17.433
3,2,20,22,r2,1,17.5295
3,3,20,22,r2,1,16.517
3,1,30,23,r2,1,17.954
3,2,30,23,r2,1,18.752
3,3,30,23,r2,1,19.059
3,1,40,24,r2,1,20.461
3,2,40,24,r2,1,20.308
3,3,40,24,r2,1,20.08
